160,0,0,75,0,1.2,0,1,166,0,0,80,0,1.3,0,1
173,0,0,76,150,1.2,0,1,167,0,0,82,0,1.3,0,1
174,0,0,60,0,1.2,0,1,200,80,0,84,0,1.3,0,1
169,0,0,68,0,1.2,0,1,188,0,4.8,100,0,1.3,0,1
168,0,0,69,0,1.2,0,1,170,0,0,99,0,1.3,0,1
163,0,0,65,0,1.2,0,1,160,0,0,110,10,1.3,0,1
162,0,0,64,0,1.2,0,1,140,65,0,120,500,1.45,0.1,2
160,0,0,62,0,1.2,0,1,100,0,1.06,129,3298,2.7,0.333,3
169,0,0,65,0,1.3,0,1,90,0,0,120,0,1.3,0,1
170,0,0,76,500,2,0.12,2,90,0,0,100,0,2.1,0.2,2
171,65,0,90,690,2.2,0.4,3,80,0,0,90,0,1.2,0,1
172,0,1.35,150,4509,3,0.61,4,50,0,0,70,0,1.2,0,1
